Year,Candidate_ID,Name,State,Category,Total_Score,Percentile,AIR (All India Rank),State_Rank,Category_Rank,Qualified_Status,Cutoff_Score
2016,NEET862720,Candidate_4703,Tamil Nadu,OBC,113,15.69,2382,4248,7218,No,148
2020,NEET944399,Candidate_7510,Delhi,SC,192,26.67,102738,3803,7677,Yes,137
2019,NEET240489,Candidate_4015,Uttar Pradesh,General,154,21.39,121610,854,2114,Yes,138
2021,NEET162175,Candidate_1364,Uttar Pradesh,SC,157,21.81,79406,3547,8786,Yes,122
2017,NEET981039,Candidate_2297,Delhi,SC,421,58.47,174164,666,1952,Yes,111
2023,NEET453051,Candidate_9522,Karnataka,OBC,619,85.97,107323,4416,2326,Yes,147
2024,NEET209199,Candidate_3606,West Bengal,OBC,170,23.61,191464,3274,7803,Yes,144
2018,NEET325541,Candidate_8427,Delhi,EWS,695,96.53,118190,4826,4945,Yes,150
2015,NEET616121,Candidate_6134,Maharashtra,EWS,495,68.75,176569,1898,1219,Yes,138
2021,NEET705462,Candidate_1213,Delhi,ST,180,25.0,76194,1574,9792,Yes,125
2019,NEET883767,Candidate_5004,Delhi,ST,222,30.83,167860,4548,4072,Yes,105
2016,NEET699846,Candidate_6628,Tamil Nadu,EWS,562,78.06,85871,2276,7463,Yes,146
2018,NEET114383,Candidate_3847,Karnataka,OBC,678,94.17,51865,1066,8272,Yes,139
2015,NEET430552,Candidate_1654,West Bengal,SC,423,58.75,23396,4131,2724,Yes,101
2023,NEET391940,Candidate_5253,Tamil Nadu,EWS,263,36.53,147060,491,1792,Yes,141
2017,NEET107032,Candidate_1565,Uttar Pradesh,SC,311,43.19,62324,4095,3058,Yes,118
2016,NEET627069,Candidate_5757,Maharashtra,EWS,493,68.47,69997,4960,282,Yes,147
2022,NEET604629,Candidate_1570,Delhi,OBC,281,39.03,176677,4305,9984,Yes,142
2022,NEET326409,Candidate_2686,Karnataka,General,324,45.0,102353,1024,4770,Yes,140
2015,NEET803613,Candidate_5543,Uttar Pradesh,ST,442,61.39,102185,4020,9515,Yes,106
2024,NEET454867,Candidate_9161,Maharashtra,EWS,145,20.14,117922,2989,9445,Yes,146
2020,NEET607555,Candidate_1183,Karnataka,OBC,618,85.83,58649,4473,1000,Yes,142
2018,NEET588690,Candidate_4539,Maharashtra,OBC,563,78.19,21719,3200,3154,Yes,141
2024,NEET673685,Candidate_8566,Maharashtra,OBC,207,28.75,122976,2288,7023,Yes,138
2016,NEET667319,Candidate_4878,Maharashtra,ST,191,26.53,134845,2503,3353,Yes,112
2021,NEET381278,Candidate_7699,Tamil Nadu,General,372,51.67,23931,492,6509,Yes,143
2015,NEET804751,Candidate_1844,Uttar Pradesh,General,579,80.42,68383,1768,9495,Yes,142
2021,NEET323283,Candidate_6630,Karnataka,EWS,246,34.17,173789,3165,1531,Yes,145
2021,NEET141729,Candidate_5339,Delhi,SC,205,28.47,47443,482,6689,Yes,140
2021,NEET227854,Candidate_9192,West Bengal,SC,169,23.47,108040,308,4069,Yes,138
2024,NEET982838,Candidate_1811,Karnataka,General,406,56.39,58782,3689,5035,Yes,143
2016,NEET196855,Candidate_5357,West Bengal,OBC,338,46.94,97655,1686,3379,Yes,144
2017,NEET462296,Candidate_1978,Uttar Pradesh,SC,524,72.78,34130,1957,2255,Yes,133
2018,NEET235934,Candidate_4078,Karnataka,SC,717,99.58,19204,1224,7347,Yes,111
2015,NEET553475,Candidate_3843,West Bengal,SC,430,59.72,176231,1761,5776,Yes,124
2017,NEET423160,Candidate_5776,Tamil Nadu,SC,487,67.64,192310,1703,2836,Yes,102
2019,NEET706845,Candidate_4980,Maharashtra,SC,142,19.72,182662,2284,1313,Yes,129
2016,NEET792658,Candidate_4313,Delhi,General,627,87.08,72974,2286,2048,Yes,143
2022,NEET387544,Candidate_9732,West Bengal,OBC,133,18.47,83680,89,6437,No,140
2021,NEET241496,Candidate_1816,Maharashtra,ST,130,18.06,130683,4134,1419,No,122
2023,NEET100497,Candidate_5823,Tamil Nadu,EWS,294,40.83,62423,3858,5790,Yes,145
2019,NEET205352,Candidate_9213,West Bengal,General,214,29.72,91059,3232,5398,Yes,142
2015,NEET957859,Candidate_7068,Karnataka,General,718,99.72,95439,3906,4441,Yes,143
2019,NEET266118,Candidate_2923,Uttar Pradesh,ST,401,55.69,130880,3943,5146,Yes,102
2015,NEET308633,Candidate_4546,Karnataka,General,610,84.72,35139,3190,2075,Yes,148
2016,NEET196735,Candidate_2359,Uttar Pradesh,General,425,59.03,138965,4334,3931,Yes,150
2020,NEET251772,Candidate_3035,Karnataka,SC,370,51.39,58107,2859,4495,Yes,129
2022,NEET618308,Candidate_5835,Tamil Nadu,EWS,601,83.47,3569,1222,2106,Yes,142
2020,NEET868211,Candidate_6920,Maharashtra,SC,293,40.69,145465,4328,791,Yes,139
2017,NEET540505,Candidate_3650,Tamil Nadu,SC,693,96.25,159772,3614,6117,Yes,124
2020,NEET557713,Candidate_2266,Maharashtra,EWS,476,66.11,186016,1676,6209,Yes,145
2016,NEET365175,Candidate_4695,Delhi,SC,529,73.47,138414,4033,4261,Yes,127
2018,NEET249173,Candidate_2349,Tamil Nadu,EWS,386,53.61,82149,1084,1576,Yes,140
2024,NEET778979,Candidate_6968,Maharashtra,SC,460,63.89,112644,4185,1183,Yes,108
2024,NEET202204,Candidate_7253,Tamil Nadu,ST,444,61.67,70167,2523,6452,Yes,108
2021,NEET491052,Candidate_4333,Maharashtra,General,527,73.19,160524,1123,3500,Yes,143
2020,NEET410539,Candidate_7041,Maharashtra,ST,531,73.75,3946,1698,6912,Yes,127
2020,NEET838564,Candidate_2914,Delhi,OBC,615,85.42,124860,2759,8539,Yes,144
2020,NEET376113,Candidate_6912,Uttar Pradesh,SC,423,58.75,170826,3369,5155,Yes,119
2017,NEET396407,Candidate_2912,Tamil Nadu,General,457,63.47,88575,1521,1979,Yes,143
2016,NEET355481,Candidate_7183,Tamil Nadu,ST,102,14.17,75865,3132,9317,No,128
2022,NEET462803,Candidate_2769,Uttar Pradesh,ST,196,27.22,184753,4735,5499,Yes,105
2023,NEET352849,Candidate_1676,Delhi,OBC,702,97.5,16750,4593,9286,Yes,149
2018,NEET453143,Candidate_4302,Karnataka,EWS,362,50.28,157652,3362,8152,Yes,145
2021,NEET581333,Candidate_2145,Uttar Pradesh,OBC,691,95.97,42843,2787,3407,Yes,143
2019,NEET888980,Candidate_9515,Karnataka,EWS,518,71.94,122148,1074,5526,Yes,138
2022,NEET781268,Candidate_9297,Tamil Nadu,General,506,70.28,114052,4214,9874,Yes,140
2021,NEET524284,Candidate_4228,Maharashtra,General,321,44.58,153426,44,3930,Yes,140
2022,NEET768350,Candidate_2116,Uttar Pradesh,General,331,45.97,39433,3093,768,Yes,139
2016,NEET955968,Candidate_8020,Delhi,ST,207,28.75,191990,952,2387,Yes,137
2022,NEET362197,Candidate_3284,Tamil Nadu,General,679,94.31,162823,2972,9987,Yes,145
2017,NEET846240,Candidate_1336,West Bengal,OBC,546,75.83,67306,2914,8103,Yes,148
2015,NEET742817,Candidate_2200,West Bengal,OBC,394,54.72,192137,1451,9274,Yes,144
2023,NEET768080,Candidate_5155,Uttar Pradesh,ST,665,92.36,55428,4292,8206,Yes,129
2017,NEET709674,Candidate_2309,Tamil Nadu,General,262,36.39,70744,1990,1490,Yes,144
2018,NEET553697,Candidate_1118,Tamil Nadu,General,192,26.67,104328,2720,2937,Yes,140
2021,NEET788141,Candidate_6223,West Bengal,General,427,59.31,133154,1483,1925,Yes,144
2019,NEET469469,Candidate_9084,West Bengal,ST,375,52.08,131945,1782,3590,Yes,115
2019,NEET858870,Candidate_6288,West Bengal,ST,347,48.19,29642,554,2197,Yes,119
2022,NEET467357,Candidate_5818,Delhi,General,130,18.06,66190,827,193,No,143
2023,NEET791303,Candidate_3693,West Bengal,ST,445,61.81,138821,16,3886,Yes,126
2017,NEET789062,Candidate_7859,Uttar Pradesh,ST,544,75.56,168557,3923,4070,Yes,104
2015,NEET945314,Candidate_6955,Tamil Nadu,ST,286,39.72,183245,846,1450,Yes,137
2024,NEET560294,Candidate_7731,Maharashtra,EWS,117,16.25,4955,4935,1346,No,140
2018,NEET212016,Candidate_1076,Delhi,OBC,593,82.36,104789,682,663,Yes,144
2022,NEET138938,Candidate_1349,Karnataka,General,525,72.92,133750,218,4213,Yes,141
2017,NEET125472,Candidate_1866,Karnataka,EWS,678,94.17,185252,1448,2682,Yes,138
2017,NEET659575,Candidate_4062,Delhi,ST,455,63.19,18800,2756,7357,Yes,100
2020,NEET639589,Candidate_4999,Delhi,ST,441,61.25,164029,1135,2065,Yes,120
2017,NEET896622,Candidate_9358,Delhi,SC,475,65.97,23067,3985,7933,Yes,131
2018,NEET578038,Candidate_8077,Karnataka,SC,103,14.31,97683,3142,2534,No,101
2024,NEET841273,Candidate_2708,Tamil Nadu,SC,307,42.64,146901,3978,5788,Yes,108
2021,NEET978509,Candidate_4881,Uttar Pradesh,General,201,27.92,173365,2232,4597,Yes,138
2020,NEET862027,Candidate_5383,Uttar Pradesh,ST,108,15.0,188358,679,6237,No,125
2018,NEET873739,Candidate_8049,Karnataka,OBC,244,33.89,148858,923,8705,Yes,142
2019,NEET575957,Candidate_7649,Karnataka,EWS,604,83.89,104852,1664,6986,Yes,145
2018,NEET665708,Candidate_8401,Uttar Pradesh,OBC,229,31.81,9475,184,7656,Yes,138
2015,NEET202237,Candidate_1980,Uttar Pradesh,OBC,673,93.47,150553,3683,970,Yes,143
2020,NEET503164,Candidate_4728,Uttar Pradesh,General,530,73.61,44234,2404,7786,Yes,144
2020,NEET439447,Candidate_7553,Delhi,OBC,643,89.31,127822,23,1795,Yes,140
2016,NEET277095,Candidate_9237,Karnataka,EWS,288,40.0,191161,383,1735,Yes,149
2020,NEET813451,Candidate_8725,Karnataka,ST,194,26.94,148995,1281,4330,Yes,111
2021,NEET461444,Candidate_6811,Tamil Nadu,OBC,589,81.81,53868,1935,3630,Yes,138
2016,NEET658052,Candidate_4830,Tamil Nadu,OBC,424,58.89,31380,197,1375,Yes,144
2017,NEET486124,Candidate_9238,West Bengal,EWS,497,69.03,103352,4843,8915,Yes,147
2020,NEET427090,Candidate_3998,Tamil Nadu,OBC,668,92.78,7317,2672,2457,Yes,145
2020,NEET465366,Candidate_7030,Tamil Nadu,SC,477,66.25,197041,4883,6213,Yes,124
2016,NEET228536,Candidate_5173,West Bengal,ST,303,42.08,113118,4594,5484,Yes,123
2022,NEET713764,Candidate_5685,Uttar Pradesh,SC,369,51.25,90146,4185,8907,Yes,118
2024,NEET638235,Candidate_3745,West Bengal,ST,584,81.11,105292,3682,6687,Yes,112
2018,NEET553928,Candidate_7956,West Bengal,EWS,693,96.25,38834,2374,6187,Yes,143
2016,NEET521229,Candidate_2303,Uttar Pradesh,ST,577,80.14,194171,70,6276,Yes,128
2020,NEET285034,Candidate_4597,Delhi,ST,136,18.89,181608,4498,2932,No,137
2015,NEET382582,Candidate_6680,West Bengal,ST,368,51.11,91350,122,2238,Yes,124
2015,NEET990803,Candidate_4610,Karnataka,ST,383,53.19,4989,1249,7265,Yes,105
2021,NEET239432,Candidate_1497,Tamil Nadu,SC,418,58.06,45374,128,7597,Yes,116
2021,NEET583782,Candidate_4961,Maharashtra,ST,488,67.78,28753,2833,2589,Yes,101
2017,NEET798570,Candidate_6094,Uttar Pradesh,SC,639,88.75,155488,2014,7523,Yes,127
2022,NEET712373,Candidate_7257,Tamil Nadu,OBC,672,93.33,182220,4888,6112,Yes,144
2024,NEET364548,Candidate_8697,Tamil Nadu,OBC,168,23.33,145958,3859,384,Yes,148
2023,NEET773784,Candidate_4846,Karnataka,SC,477,66.25,187793,3613,302,Yes,112
2020,NEET458296,Candidate_7613,Tamil Nadu,EWS,573,79.58,191424,437,1117,Yes,148
2024,NEET256573,Candidate_9344,Karnataka,General,586,81.39,57318,3083,8151,Yes,146
2015,NEET543151,Candidate_2835,Delhi,EWS,286,39.72,145030,526,8512,Yes,147
2023,NEET309709,Candidate_4318,Uttar Pradesh,General,705,97.92,174650,4200,7997,Yes,144
2021,NEET238116,Candidate_3636,Tamil Nadu,ST,424,58.89,108028,1368,1997,Yes,136
2022,NEET965369,Candidate_1257,Delhi,SC,435,60.42,134848,3681,5043,Yes,134
2017,NEET280755,Candidate_7100,Delhi,General,224,31.11,67962,4142,364,Yes,142
2022,NEET538572,Candidate_9064,Uttar Pradesh,EWS,236,32.78,191299,599,7221,Yes,149
2022,NEET718423,Candidate_2767,Karnataka,SC,154,21.39,115617,4651,4098,Yes,137
2022,NEET574990,Candidate_7770,Tamil Nadu,EWS,109,15.14,78361,1920,7724,No,139
2022,NEET102976,Candidate_3932,Tamil Nadu,ST,674,93.61,98051,551,4954,Yes,115
2015,NEET847819,Candidate_9903,Tamil Nadu,ST,586,81.39,109800,3822,7663,Yes,107
2023,NEET540991,Candidate_2172,Karnataka,EWS,590,81.94,78062,4695,6918,Yes,146
2016,NEET728241,Candidate_3022,Maharashtra,SC,477,66.25,32650,2277,145,Yes,120
2020,NEET920760,Candidate_4776,Karnataka,SC,519,72.08,174879,3953,7922,Yes,136
2021,NEET575803,Candidate_7561,Tamil Nadu,EWS,254,35.28,13854,952,2761,Yes,141
2022,NEET206775,Candidate_8730,West Bengal,General,201,27.92,44743,3120,3427,Yes,146
2022,NEET650032,Candidate_9957,Uttar Pradesh,SC,148,20.56,127093,3960,3780,Yes,122
2021,NEET697095,Candidate_3136,Karnataka,ST,207,28.75,1095,4453,395,Yes,118
2023,NEET701872,Candidate_5608,Maharashtra,OBC,413,57.36,69020,112,6891,Yes,150
2024,NEET342791,Candidate_8446,Uttar Pradesh,SC,264,36.67,105665,2845,4173,Yes,115
2022,NEET531365,Candidate_2646,West Bengal,EWS,203,28.19,43479,3605,2430,Yes,138
2015,NEET846311,Candidate_9442,Delhi,EWS,405,56.25,43893,581,8446,Yes,147
2020,NEET797362,Candidate_9127,West Bengal,OBC,578,80.28,137307,3233,9686,Yes,149
2018,NEET642721,Candidate_9493,Uttar Pradesh,General,360,50.0,4552,3700,9561,Yes,139
2015,NEET487637,Candidate_8246,Delhi,SC,529,73.47,131022,929,9340,Yes,100
2018,NEET987080,Candidate_5766,West Bengal,General,334,46.39,187042,2240,3733,Yes,142
2024,NEET430242,Candidate_5822,Maharashtra,SC,515,71.53,75071,844,5848,Yes,120
2020,NEET156557,Candidate_3469,Uttar Pradesh,General,425,59.03,193026,4379,1760,Yes,139
2023,NEET290600,Candidate_2926,Karnataka,SC,252,35.0,183507,4952,3507,Yes,134
2024,NEET357499,Candidate_6489,Karnataka,OBC,200,27.78,154099,4462,5942,Yes,142
2021,NEET717710,Candidate_2487,Delhi,ST,218,30.28,168707,4654,201,Yes,102
2019,NEET859498,Candidate_7847,Karnataka,OBC,166,23.06,123387,1762,3201,Yes,149
2016,NEET156374,Candidate_9169,West Bengal,ST,462,64.17,178096,2899,148,Yes,134
2023,NEET872901,Candidate_9568,Tamil Nadu,ST,315,43.75,22283,2517,6519,Yes,136
2016,NEET163839,Candidate_2116,Uttar Pradesh,SC,636,88.33,35904,4039,6603,Yes,116
2019,NEET307499,Candidate_8161,Maharashtra,ST,470,65.28,31608,3254,1060,Yes,136
2020,NEET371192,Candidate_9854,West Bengal,General,172,23.89,148993,4683,4172,Yes,145
2023,NEET214264,Candidate_6844,Karnataka,General,528,73.33,5633,1787,8978,Yes,138
2022,NEET330647,Candidate_5707,Tamil Nadu,General,242,33.61,188669,811,5677,Yes,146
2018,NEET540329,Candidate_7832,Maharashtra,SC,407,56.53,132309,801,5290,Yes,133
2022,NEET733888,Candidate_6641,Tamil Nadu,ST,300,41.67,73036,277,2573,Yes,128
2016,NEET169829,Candidate_3181,West Bengal,General,111,15.42,149661,703,8610,No,147
2015,NEET119918,Candidate_5073,Delhi,SC,520,72.22,5721,2517,2577,Yes,129
2020,NEET580630,Candidate_8841,Karnataka,EWS,235,32.64,194632,2964,8118,Yes,150
2017,NEET794365,Candidate_4663,Uttar Pradesh,SC,686,95.28,27724,4883,794,Yes,140
2015,NEET910236,Candidate_5445,Uttar Pradesh,ST,223,30.97,100519,4952,9381,Yes,132
2021,NEET156429,Candidate_1389,Karnataka,General,384,53.33,117761,1666,3331,Yes,144
2021,NEET467427,Candidate_1891,Uttar Pradesh,SC,575,79.86,57711,385,3273,Yes,105
2024,NEET282987,Candidate_1604,Karnataka,EWS,370,51.39,177508,801,2202,Yes,144
2015,NEET913312,Candidate_6394,Tamil Nadu,OBC,317,44.03,179140,973,2185,Yes,143
2019,NEET124220,Candidate_6178,Karnataka,SC,249,34.58,177962,3303,5696,Yes,100
2020,NEET244364,Candidate_9482,Tamil Nadu,OBC,449,62.36,114747,4178,2388,Yes,149
2022,NEET821575,Candidate_7083,Tamil Nadu,EWS,273,37.92,111163,4746,8034,Yes,139
2024,NEET795546,Candidate_9672,Tamil Nadu,ST,558,77.5,193242,3312,9328,Yes,132
2020,NEET656565,Candidate_2069,Maharashtra,ST,239,33.19,188466,4994,667,Yes,119
2017,NEET458629,Candidate_6344,West Bengal,ST,379,52.64,112678,2546,365,Yes,132
2019,NEET834166,Candidate_4541,Tamil Nadu,SC,681,94.58,51047,4014,5906,Yes,100
2015,NEET117443,Candidate_8178,West Bengal,OBC,704,97.78,115379,1821,5804,Yes,138
2017,NEET280885,Candidate_2862,Maharashtra,EWS,671,93.19,121318,803,9601,Yes,148
2020,NEET784321,Candidate_9334,West Bengal,EWS,317,44.03,65219,2039,1939,Yes,147
2019,NEET314341,Candidate_3727,Uttar Pradesh,General,667,92.64,143786,2776,5587,Yes,141
2015,NEET626678,Candidate_2149,Uttar Pradesh,ST,595,82.64,67248,2179,7529,Yes,140
2018,NEET702095,Candidate_3530,Karnataka,OBC,675,93.75,158665,2478,8353,Yes,145
2024,NEET291657,Candidate_7784,Tamil Nadu,OBC,454,63.06,102144,3814,9165,Yes,149
2023,NEET708320,Candidate_7452,West Bengal,EWS,644,89.44,144817,350,401,Yes,142
2023,NEET162895,Candidate_8366,Karnataka,EWS,572,79.44,94437,3562,7264,Yes,150
2016,NEET517018,Candidate_4679,Karnataka,EWS,460,63.89,174772,3350,662,Yes,145
2022,NEET985315,Candidate_5120,Delhi,ST,707,98.19,28070,3540,8148,Yes,116
2023,NEET779640,Candidate_1363,Tamil Nadu,OBC,259,35.97,118436,3344,8018,Yes,142
2017,NEET967784,Candidate_6389,Uttar Pradesh,OBC,412,57.22,145830,2242,658,Yes,147
2018,NEET104183,Candidate_4236,Maharashtra,OBC,249,34.58,125921,2859,1317,Yes,150
2019,NEET991776,Candidate_9373,Karnataka,OBC,686,95.28,101057,1766,7653,Yes,147
2021,NEET362063,Candidate_9687,Maharashtra,EWS,303,42.08,80690,2053,1745,Yes,149
2023,NEET849147,Candidate_8799,Maharashtra,General,275,38.19,157594,4490,937,Yes,145
2020,NEET606998,Candidate_2478,Maharashtra,OBC,145,20.14,197908,74,4766,Yes,142
2017,NEET872010,Candidate_3615,Tamil Nadu,OBC,453,62.92,171810,3327,3610,Yes,143
2019,NEET966921,Candidate_4261,Maharashtra,EWS,156,21.67,169871,531,3368,Yes,140
2019,NEET746486,Candidate_9848,Uttar Pradesh,ST,720,100.0,177640,4417,9892,Yes,105
2019,NEET763160,Candidate_5463,Delhi,OBC,178,24.72,180076,2278,109,Yes,143
2018,NEET909673,Candidate_5512,Delhi,OBC,538,74.72,68155,1026,6377,Yes,147
2021,NEET783485,Candidate_6435,Delhi,ST,589,81.81,148957,4821,572,Yes,102
2015,NEET466364,Candidate_7759,West Bengal,EWS,236,32.78,113355,1145,7924,Yes,146
2020,NEET691270,Candidate_7157,West Bengal,ST,108,15.0,92323,3042,186,No,130
2021,NEET688680,Candidate_5603,Uttar Pradesh,EWS,515,71.53,33423,2873,9125,Yes,138
2016,NEET764724,Candidate_1649,Tamil Nadu,OBC,219,30.42,89533,4017,2339,Yes,145
2022,NEET947536,Candidate_5849,Delhi,General,524,72.78,127620,3377,9684,Yes,138
2015,NEET435549,Candidate_1415,Maharashtra,EWS,237,32.92,87081,1209,7484,Yes,140
2023,NEET513952,Candidate_6789,Maharashtra,SC,273,37.92,103860,3842,7426,Yes,107
2016,NEET995738,Candidate_2190,Uttar Pradesh,General,103,14.31,28097,4349,5844,No,144
2023,NEET842192,Candidate_8293,Maharashtra,General,338,46.94,115878,1401,4404,Yes,144
2020,NEET647959,Candidate_2953,Maharashtra,General,652,90.56,171025,3040,136,Yes,138
2021,NEET812178,Candidate_4893,West Bengal,EWS,492,68.33,8383,3742,2367,Yes,150
2022,NEET378192,Candidate_9608,Delhi,SC,456,63.33,60000,2890,3022,Yes,138
2024,NEET667659,Candidate_2649,West Bengal,SC,308,42.78,190258,738,7068,Yes,112
2024,NEET151448,Candidate_3762,Uttar Pradesh,OBC,590,81.94,192154,4103,1465,Yes,146
2023,NEET614413,Candidate_2654,Tamil Nadu,EWS,366,50.83,183885,333,7570,Yes,145
2016,NEET961982,Candidate_8638,Uttar Pradesh,SC,527,73.19,110540,2217,5791,Yes,102
2015,NEET723881,Candidate_5546,West Bengal,OBC,109,15.14,182946,4900,5937,No,144
2021,NEET279236,Candidate_8400,Delhi,ST,475,65.97,21121,1980,4717,Yes,127
2021,NEET682652,Candidate_7994,Maharashtra,General,452,62.78,196376,1749,8797,Yes,150
2023,NEET825967,Candidate_5253,Karnataka,General,703,97.64,6166,1620,2962,Yes,142
2022,NEET141084,Candidate_5539,Karnataka,EWS,416,57.78,176115,4822,9987,Yes,144
2020,NEET604154,Candidate_5270,West Bengal,EWS,649,90.14,92153,4985,8181,Yes,147
2016,NEET133381,Candidate_8366,Delhi,EWS,694,96.39,150722,2435,6643,Yes,142
2021,NEET876014,Candidate_8715,Karnataka,EWS,511,70.97,199588,3440,2940,Yes,146
2018,NEET325859,Candidate_8376,Karnataka,SC,226,31.39,104465,1794,1889,Yes,103
2022,NEET610442,Candidate_5647,Uttar Pradesh,SC,661,91.81,195303,1155,6516,Yes,108
2023,NEET783609,Candidate_6024,Maharashtra,SC,197,27.36,196859,217,581,Yes,124
2019,NEET372040,Candidate_6491,Karnataka,General,404,56.11,161443,2677,3831,Yes,148
2016,NEET372550,Candidate_2352,Tamil Nadu,General,617,85.69,53703,2432,4892,Yes,147
2018,NEET559337,Candidate_4186,Maharashtra,OBC,480,66.67,119844,3270,7365,Yes,147
2018,NEET301867,Candidate_4175,Karnataka,OBC,281,39.03,192790,997,563,Yes,145
2020,NEET384465,Candidate_5416,Karnataka,OBC,691,95.97,119968,1962,9016,Yes,145
2024,NEET618295,Candidate_4294,Maharashtra,EWS,560,77.78,64503,3389,3044,Yes,141
2023,NEET302894,Candidate_1816,Delhi,SC,279,38.75,69371,2782,8754,Yes,103
2021,NEET850080,Candidate_8817,Uttar Pradesh,General,640,88.89,37662,3171,687,Yes,142
2023,NEET539429,Candidate_8318,Uttar Pradesh,OBC,263,36.53,26897,755,5280,Yes,145
2024,NEET728220,Candidate_7019,Delhi,EWS,608,84.44,139871,4360,5283,Yes,149
2016,NEET190955,Candidate_3547,Uttar Pradesh,OBC,629,87.36,127107,69,3840,Yes,142
2020,NEET957814,Candidate_2101,West Bengal,General,594,82.5,39143,4425,4008,Yes,145
2020,NEET879286,Candidate_3477,Uttar Pradesh,SC,188,26.11,116896,1352,3956,Yes,107
2018,NEET331994,Candidate_9925,Uttar Pradesh,OBC,440,61.11,179375,3929,5934,Yes,138
2017,NEET495945,Candidate_3261,Maharashtra,EWS,383,53.19,49692,4049,449,Yes,148
2018,NEET217704,Candidate_9458,Tamil Nadu,General,318,44.17,83841,1438,9509,Yes,147
2015,NEET833881,Candidate_1225,Karnataka,SC,457,63.47,176389,1368,1993,Yes,134
2017,NEET819547,Candidate_1700,Uttar Pradesh,EWS,622,86.39,59096,1507,6339,Yes,143
2021,NEET854392,Candidate_2397,Uttar Pradesh,EWS,360,50.0,47289,2575,4079,Yes,149
2022,NEET933903,Candidate_7060,Delhi,EWS,390,54.17,176817,3859,6591,Yes,138
2015,NEET531711,Candidate_2302,West Bengal,EWS,598,83.06,103608,4203,2123,Yes,143
2020,NEET498295,Candidate_7576,Maharashtra,SC,453,62.92,132016,2653,268,Yes,106
2015,NEET110484,Candidate_1227,Uttar Pradesh,EWS,316,43.89,65170,1253,6587,Yes,144
2016,NEET712481,Candidate_2624,Delhi,OBC,514,71.39,99094,4820,4182,Yes,142
2022,NEET770237,Candidate_4279,Karnataka,OBC,442,61.39,37624,3877,2742,Yes,144
2019,NEET745178,Candidate_8040,Tamil Nadu,General,197,27.36,138905,4788,2101,Yes,145
2022,NEET177359,Candidate_3303,Maharashtra,General,449,62.36,112856,3329,2175,Yes,144
2016,NEET243991,Candidate_9249,West Bengal,General,120,16.67,143437,2432,4501,No,138
2022,NEET819230,Candidate_7376,Tamil Nadu,EWS,161,22.36,133723,1135,6911,Yes,146
2019,NEET196880,Candidate_7601,Tamil Nadu,EWS,498,69.17,103303,2276,6910,Yes,143
2022,NEET825015,Candidate_6941,Maharashtra,SC,197,27.36,23043,4973,4412,Yes,117
2016,NEET178793,Candidate_9143,Tamil Nadu,SC,536,74.44,302,2653,2690,Yes,106
2015,NEET493740,Candidate_3478,Karnataka,General,145,20.14,166253,4071,2179,Yes,145
2018,NEET701838,Candidate_7991,Maharashtra,EWS,187,25.97,135898,1231,3058,Yes,143
2015,NEET496296,Candidate_6173,Maharashtra,SC,707,98.19,120158,2044,9249,Yes,135
2023,NEET244990,Candidate_2155,Maharashtra,ST,505,70.14,134094,4896,4351,Yes,113
2016,NEET829658,Candidate_4251,West Bengal,General,220,30.56,32989,3064,9883,Yes,143
2017,NEET975812,Candidate_5746,Uttar Pradesh,ST,674,93.61,26337,4362,4026,Yes,109
2024,NEET531625,Candidate_8996,Delhi,SC,598,83.06,78975,1759,3767,Yes,100
2020,NEET123666,Candidate_2650,Karnataka,SC,438,60.83,45867,3724,7684,Yes,118
